,Date,Value
2595,2016-02-10,378.98
2596,2016-02-11,379.14
2597,2016-02-12,381.46
2598,2016-02-13,388.6
2599,2016-02-14,389.88
2600,2016-02-15,402.64
2601,2016-02-16,406.69
2602,2016-02-17,407.0
2603,2016-02-18,418.97
2604,2016-02-19,418.02
2605,2016-02-20,419.98
2606,2016-02-21,434.67
2607,2016-02-22,438.5
2608,2016-02-23,436.76
2609,2016-02-24,423.1
2610,2016-02-25,421.4
2611,2016-02-26,423.46
2612,2016-02-27,432.0
2613,2016-02-28,433.47
2614,2016-02-29,431.89
2615,2016-03-01,431.87
2616,2016-03-02,429.99
2617,2016-03-03,422.5
2618,2016-03-04,416.48
2619,2016-03-05,401.0
2620,2016-03-06,399.17
2621,2016-03-07,411.94
2622,2016-03-08,412.39
2623,2016-03-09,412.15
2624,2016-03-10,416.0
2625,2016-03-11,421.22
2626,2016-03-12,420.11
2627,2016-03-13,413.89
2628,2016-03-14,414.78
2629,2016-03-15,414.99
2630,2016-03-16,415.99
2631,2016-03-17,418.64
2632,2016-03-18,418.49
2633,2016-03-19,405.59
2634,2016-03-20,410.77
2635,2016-03-21,411.81
2636,2016-03-22,415.35
2637,2016-03-23,417.8
2638,2016-03-24,417.96
2639,2016-03-25,416.44
2640,2016-03-26,415.71
2641,2016-03-27,416.96
2642,2016-03-28,422.96
2643,2016-03-29,414.0
2644,2016-03-30,415.83
2645,2016-03-31,416.94
2646,2016-04-01,416.25
2647,2016-04-02,416.31
2648,2016-04-03,418.07
2649,2016-04-04,418.99
2650,2016-04-05,419.71
2651,2016-04-06,421.09
2652,2016-04-07,420.33
2653,2016-04-08,419.95
2654,2016-04-09,417.73
2655,2016-04-10,421.63
2656,2016-04-11,420.75
2657,2016-04-12,425.89
2658,2016-04-13,424.61
2659,2016-04-14,423.87
2660,2016-04-15,429.09
2661,2016-04-16,429.43
2662,2016-04-17,430.58
2663,2016-04-18,427.28
2664,2016-04-19,435.91
2665,2016-04-20,435.95
2666,2016-04-21,451.0
2667,2016-04-22,447.25
2668,2016-04-23,447.7
2669,2016-04-24,459.4
2670,2016-04-25,463.86
2671,2016-04-26,462.5
2672,2016-04-27,447.31
2673,2016-04-28,450.0
2674,2016-04-29,449.98
2675,2016-04-30,447.17
2676,2016-05-01,451.9
2677,2016-05-02,453.0
2678,2016-05-03,450.96
2679,2016-05-04,447.37
2680,2016-05-05,446.84
2681,2016-05-06,460.91
2682,2016-05-07,459.04
2683,2016-05-08,459.02
2684,2016-05-09,461.63
2685,2016-05-10,450.0
2686,2016-05-11,450.78
2687,2016-05-12,454.7
2688,2016-05-13,456.82
2689,2016-05-14,455.82
2690,2016-05-15,457.08
2691,2016-05-16,454.88
2692,2016-05-17,454.0
2693,2016-05-18,452.9
2694,2016-05-19,441.87
2695,2016-05-20,436.05
2696,2016-05-21,443.89
2697,2016-05-22,438.0
2698,2016-05-23,438.47
2699,2016-05-24,445.34
2700,2016-05-25,447.94
2701,2016-05-26,448.7
2702,2016-05-27,470.29
2703,2016-05-28,522.43
2704,2016-05-29,526.64
2705,2016-05-30,525.15
2706,2016-05-31,531.15
2707,2016-06-01,531.97
2708,2016-06-02,539.99
2709,2016-06-03,568.0
2710,2016-06-04,567.88
2711,2016-06-05,574.02
2712,2016-06-06,584.5
2713,2016-06-07,583.72
2714,2016-06-08,578.68
2715,2016-06-09,575.2941375
2716,2016-06-10,574.32
2717,2016-06-11,594.4399875
2718,2016-06-12,664.8465
2719,2016-06-13,665.85
2720,2016-06-14,685.24
2721,2016-06-15,692.28
2722,2016-06-16,693.88
2723,2016-06-17,743.91
2724,2016-06-18,754.36
2725,2016-06-19,751.96
2726,2016-06-20,729.19
2727,2016-06-21,665.95
2728,2016-06-22,664.46
2729,2016-06-23,624.54
2730,2016-06-24,660.6
2731,2016-06-25,665.0
2732,2016-06-26,627.39
2733,2016-06-27,646.7
2734,2016-06-28,651.85
2735,2016-06-29,637.95
2736,2016-06-30,671.4
2737,2016-07-01,667.95
2738,2016-07-02,701.71
2739,2016-07-03,658.41
2740,2016-07-04,656.97
2741,2016-07-05,666.48
2742,2016-07-06,673.78
2743,2016-07-07,673.76
2744,2016-07-08,659.55
2745,2016-07-09,651.86
2746,2016-07-10,647.41
2747,2016-07-11,647.98
2748,2016-07-12,672.76
2749,2016-07-13,664.5
2750,2016-07-14,658.83
2751,2016-07-15,664.57
2752,2016-07-16,663.19
2753,2016-07-17,675.45
2754,2016-07-18,673.2
2755,2016-07-19,673.46
2756,2016-07-20,665.64
2757,2016-07-21,664.88
2758,2016-07-22,664.0
2759,2016-07-23,655.84
2760,2016-07-24,661.41
2761,2016-07-25,661.48
2762,2016-07-26,655.06
2763,2016-07-27,654.98
2764,2016-07-28,655.37
2765,2016-07-29,656.88
2766,2016-07-30,654.73
2767,2016-07-31,654.68
2768,2016-08-01,606.32
2769,2016-08-02,515.06
2770,2016-08-03,530.74
2771,2016-08-04,577.31
2772,2016-08-05,576.55
2773,2016-08-06,572.72
2774,2016-08-07,594.27
2775,2016-08-08,592.69
2776,2016-08-09,591.69
2777,2016-08-10,592.18
2778,2016-08-11,589.24
2779,2016-08-12,586.01
2780,2016-08-13,586.43
2781,2016-08-14,570.97
2782,2016-08-15,567.34
2783,2016-08-16,581.11
2784,2016-08-17,575.51
2785,2016-08-18,570.92
2786,2016-08-19,576.65
2787,2016-08-20,583.2
2788,2016-08-21,577.52
2789,2016-08-22,588.97
2790,2016-08-23,586.18
2791,2016-08-24,581.98
2792,2016-08-25,579.86
2793,2016-08-26,581.07
2794,2016-08-27,577.77
2795,2016-08-28,576.53
2796,2016-08-29,575.22
2797,2016-08-30,571.5
2798,2016-08-31,574.82
2799,2016-09-01,572.81
2800,2016-09-02,571.0
2801,2016-09-03,600.88
2802,2016-09-04,610.59
2803,2016-09-05,603.95
2804,2016-09-06,611.09
2805,2016-09-07,614.46
2806,2016-09-08,615.33
2807,2016-09-09,625.07
2808,2016-09-10,625.76
2809,2016-09-11,621.65
2810,2016-09-12,609.67
2811,2016-09-13,610.92
2812,2016-09-14,608.82
2813,2016-09-15,610.38
2814,2016-09-16,609.11
2815,2016-09-17,607.04
2816,2016-09-18,611.58
2817,2016-09-19,610.19
2818,2016-09-20,608.66
2819,2016-09-21,598.88
2820,2016-09-22,597.42
2821,2016-09-23,594.08
2822,2016-09-24,603.88
2823,2016-09-25,601.74
2824,2016-09-26,598.98
2825,2016-09-27,605.96
2826,2016-09-28,605.67
2827,2016-09-29,603.85
2828,2016-09-30,609.39
2829,2016-10-01,614.82
2830,2016-10-02,612.98
2831,2016-10-03,611.85
2832,2016-10-04,609.62
2833,2016-10-05,607.18
2834,2016-10-06,612.08
2835,2016-10-07,617.21
2836,2016-10-08,614.74
2837,2016-10-09,615.65
2838,2016-10-10,617.54
2839,2016-10-11,614.77
2840,2016-10-12,635.01
2841,2016-10-13,635.96
2842,2016-10-14,634.02
2843,2016-10-15,637.94
2844,2016-10-16,641.42
2845,2016-10-17,638.97
2846,2016-10-18,636.29
2847,2016-10-19,629.25
2848,2016-10-20,627.72
2849,2016-10-21,631.92
2850,2016-10-22,655.48
2851,2016-10-23,653.25
2852,2016-10-24,651.39
2853,2016-10-25,655.31
2854,2016-10-26,651.45
2855,2016-10-27,682.22
2856,2016-10-28,687.68
2857,2016-10-29,685.91
2858,2016-10-30,698.0
2859,2016-10-31,702.0
2860,2016-11-01,697.01
2861,2016-11-02,733.33
2862,2016-11-03,686.17
2863,2016-11-04,683.69
2864,2016-11-05,704.79
2865,2016-11-06,712.0
2866,2016-11-07,709.96
2867,2016-11-08,708.97
2868,2016-11-09,720.93
2869,2016-11-10,721.5
2870,2016-11-11,715.45
2871,2016-11-12,703.71
2872,2016-11-13,702.28
2873,2016-11-14,706.46
2874,2016-11-15,710.91
2875,2016-11-16,711.73
2876,2016-11-17,736.96
2877,2016-11-18,747.52
2878,2016-11-19,748.98
2879,2016-11-20,729.06
2880,2016-11-21,738.53
2881,2016-11-22,736.97
2882,2016-11-23,741.63
2883,2016-11-24,737.45
2884,2016-11-25,735.64
2885,2016-11-26,733.67
2886,2016-11-27,727.96
2887,2016-11-28,727.31
2888,2016-11-29,732.71
2889,2016-11-30,742.69
2890,2016-12-01,742.05
2891,2016-12-02,772.43
2892,2016-12-03,764.33
2893,2016-12-04,762.97
2894,2016-12-05,754.63
2895,2016-12-06,756.62
2896,2016-12-07,758.99
2897,2016-12-08,769.72
2898,2016-12-09,770.02
2899,2016-12-10,769.08
2900,2016-12-11,777.0
2901,2016-12-12,777.0
2902,2016-12-13,777.99
2903,2016-12-14,774.89
2904,2016-12-15,776.75
2905,2016-12-16,775.88
2906,2016-12-17,788.7
2907,2016-12-18,788.4
2908,2016-12-19,788.67
2909,2016-12-20,793.09
2910,2016-12-21,824.21
2911,2016-12-22,834.97
2912,2016-12-23,901.31
2913,2016-12-24,891.61
2914,2016-12-25,892.6
2915,2016-12-26,897.33
2916,2016-12-27,930.37
2917,2016-12-28,930.34
2918,2016-12-29,963.38
2919,2016-12-30,952.15
2920,2016-12-31,958.12
2921,2017-01-01,997.72
2922,2017-01-02,1015.97
2923,2017-01-03,1013.42
2924,2017-01-04,1126.76
2925,2017-01-05,994.67
2926,2017-01-06,999.65
2927,2017-01-07,896.83
2928,2017-01-08,908.14
2929,2017-01-09,910.49
2930,2017-01-10,906.05
2931,2017-01-11,785.22
2932,2017-01-12,780.92
2933,2017-01-13,826.29
2934,2017-01-14,817.91
2935,2017-01-15,819.55
2936,2017-01-16,830.5
2937,2017-01-17,903.84
2938,2017-01-18,906.6
2939,2017-01-19,895.798875
2940,2017-01-20,893.6210875
2941,2017-01-21,895.64
2942,2017-01-22,918.603625
2943,2017-01-23,922.0736125
2944,2017-01-24,919.97
2945,2017-01-25,893.045625
2946,2017-01-26,915.95625
2947,2017-01-27,915.05
2948,2017-01-28,920.31225
2949,2017-01-29,915.933
2950,2017-01-30,912.19
2951,2017-01-31,964.706075
2952,2017-02-01,979.703875
2953,2017-02-02,983.42
2954,2017-02-03,1013.027
2955,2017-02-04,1030.9994125
2956,2017-02-05,1034.07
2957,2017-02-06,1024.01375
2958,2017-02-07,1050.11
2959,2017-02-08,1052.84
2960,2017-02-09,976.103
2961,2017-02-10,999.1035
2962,2017-02-11,997.59
2963,2017-02-12,1000.604625
2964,2017-02-13,999.877375
2965,2017-02-14,1001.2
2966,2017-02-15,1012.3259875
2967,2017-02-16,1035.208125
2968,2017-02-17,1035.2
2969,2017-02-18,1056.6371375
2970,2017-02-19,1052.77928571
2971,2017-02-20,1050.87
2972,2017-02-21,1123.78842857
2973,2017-02-22,1123.2231875
2974,2017-02-23,1130.01
2975,2017-02-24,1174.86625
2976,2017-02-25,1150.60571429
2977,2017-02-26,1150.37
2978,2017-02-27,1190.75195
2979,2017-02-28,1187.56528571
2980,2017-03-01,1190.89
2981,2017-03-02,1259.41081667
2982,2017-03-03,1285.14
2983,2017-03-04,1287.0
2984,2017-03-05,1270.9333
2985,2017-03-06,1275.197375
2986,2017-03-07,1279.5
2987,2017-03-08,1157.3933
2988,2017-03-09,1192.46914286
2989,2017-03-10,1192.09
2990,2017-03-11,1179.159875
2991,2017-03-12,1227.494625
2992,2017-03-13,1227.68
2993,2017-03-14,1245.37078571
2994,2017-03-15,1257.399625
2995,2017-03-16,1257.0
2996,2017-03-17,1091.1718875
2997,2017-03-18,952.2323625
2998,2017-03-19,967.69
2999,2017-03-20,1049.0844875
3000,2017-03-21,1118.63004286
3001,2017-03-22,1113.0
3002,2017-03-23,1038.789
3003,2017-03-24,941.919714286
3004,2017-03-25,927.93
3005,2017-03-26,956.7863125
3006,2017-03-27,1037.22925
3007,2017-03-28,1041.04
3008,2017-03-29,1040.5755
3009,2017-03-30,1037.90455
3010,2017-03-31,1034.74
3011,2017-04-01,1086.92957143
3012,2017-04-02,1099.169125
3013,2017-04-03,1079.99
3014,2017-04-04,1141.6003625
3015,2017-04-05,1133.07931429
3016,2017-04-06,1133.53
3017,2017-04-07,1190.45425
3018,2017-04-08,1181.1498375
3019,2017-04-09,1184.03
3020,2017-04-10,1207.744875
3021,2017-04-11,1226.6170375
3022,2017-04-12,1219.09
3023,2017-04-13,1180.0237125
3024,2017-04-14,1185.26005714
3025,2017-04-15,1170.36
3026,2017-04-16,1186.9274125
3027,2017-04-17,1205.634875
3028,2017-04-18,1176.97
3029,2017-04-19,1217.9300875
3030,2017-04-20,1241.686325
3031,2017-04-21,1236.63
3032,2017-04-22,1261.311225
3033,2017-04-23,1257.9881125
3034,2017-04-24,1240.84
3035,2017-04-25,1279.4146875
3036,2017-04-26,1309.109875
3037,2017-04-27,1288.02
3038,2017-04-28,1331.29442857
3039,2017-04-29,1334.9790375
3040,2017-04-30,1333.0
3041,2017-05-01,1417.1728125
3042,2017-05-02,1452.0762875
3043,2017-05-03,1447.55
3044,2017-05-04,1508.292125
3045,2017-05-05,1533.33507143
3046,2017-05-06,1518.75
3047,2017-05-07,1535.86842857
3048,2017-05-08,1640.619225
3049,2017-05-09,1651.1
3050,2017-05-10,1762.88625
3051,2017-05-11,1820.9905625
3052,2017-05-12,1829.0
3053,2017-05-13,1771.9200125
3054,2017-05-14,1776.3165
3055,2017-05-15,1780.0
3056,2017-05-16,1739.031975
3057,2017-05-17,1807.4850625
3058,2017-05-18,1783.98
3059,2017-05-19,1961.5204875
3060,2017-05-20,2052.9097875
3061,2017-05-21,2008.84
3062,2017-05-22,2090.6623125
3063,2017-05-23,2287.7102875
3064,2017-05-24,2256.32
3065,2017-05-25,2387.20628571
3066,2017-05-26,2211.97685714
3067,2017-05-27,2279.82
3068,2017-05-28,2192.9808
3069,2017-05-29,2275.9307
3070,2017-05-30,2290.02
3071,2017-05-31,2285.93391429
3072,2017-06-01,2399.24267143
3073,2017-06-02,2409.93
3074,2017-06-03,2525.76515847
3075,2017-06-04,2516.17314286
3076,2017-06-05,2529.53
3077,2017-06-06,2883.31369664
3078,2017-06-07,2664.9208625
3079,2017-06-08,2683.03
3080,2017-06-09,2827.4913
3081,2017-06-10,2845.37285714
3082,2017-06-11,2898.63
3083,2017-06-12,2657.6750625
3084,2017-06-13,2748.18508571
3085,2017-06-14,2706.0
3086,2017-06-15,2442.48025
3087,2017-06-16,2464.95981429
3088,2017-06-17,2477.94
3089,2017-06-18,2507.38925214
3090,2017-06-19,2617.2102625
3091,2017-06-20,2600.0
3092,2017-06-21,2671.04325
3093,2017-06-22,2727.2880125
3094,2017-06-23,2713.48
3095,2017-06-24,2589.1648875
3096,2017-06-25,2512.36628571
3097,2017-06-26,2502.03
3098,2017-06-27,2517.90311429
3099,2017-06-28,2585.34918571
3100,2017-06-29,2558.3
3101,2017-06-30,2477.641375
3102,2017-07-01,2501.19134286
3103,2017-07-02,2421.26
3104,2017-07-03,2561.22542857
3105,2017-07-04,2599.7298375
3106,2017-07-05,2598.89
3107,2017-07-06,2609.96775
3108,2017-07-07,2491.20121429
3109,2017-07-08,2502.86
3110,2017-07-09,2536.2389375
3111,2017-07-10,2366.17014286
3112,2017-07-11,2327.09
3113,2017-07-12,2385.74857143
3114,2017-07-13,2354.78341667
3115,2017-07-14,2338.49
3116,2017-07-15,2058.9956
3117,2017-07-16,1931.2143
3118,2017-07-17,1910.96
3119,2017-07-18,2320.12225
3120,2017-07-19,2264.7657
3121,2017-07-20,2265.21
3122,2017-07-21,2682.1953625
3123,2017-07-22,2807.60985714
3124,2017-07-23,2825.51
3125,2017-07-24,2751.82102857
3126,2017-07-25,2560.99791667
3127,2017-07-26,2564.3
3128,2017-07-27,2647.625
3129,2017-07-28,2781.63658333
3130,2017-07-29,2784.8
3131,2017-07-30,2745.95541667
3132,2017-07-31,2866.43166667
3133,2017-08-01,2862.9
3134,2017-08-02,2693.63398333
3135,2017-08-03,2794.11771667
3136,2017-08-04,2790.0
3137,2017-08-05,3218.11501667
3138,2017-08-06,3252.56253333
3139,2017-08-07,3210.2
3140,2017-08-08,3457.37433333
3141,2017-08-09,3357.32631667
3142,2017-08-10,3340.28
3143,2017-08-11,3632.50666667
3144,2017-08-12,3852.80291429
3145,2017-08-13,3868.52
3146,2017-08-14,4282.992
3147,2017-08-15,4217.02832857
3148,2017-08-16,4179.97
3149,2017-08-17,4328.72571667
3150,2017-08-18,4130.44006667
3151,2017-08-19,4104.71
3152,2017-08-20,4157.95803333
3153,2017-08-21,4043.722
3154,2017-08-22,3986.28
3155,2017-08-23,4174.95
3156,2017-08-24,4340.31671667
3157,2017-08-25,4331.77
3158,2017-08-26,4360.51331667
3159,2017-08-27,4354.30833333
3160,2017-08-28,4339.05
3161,2017-08-29,4607.98545
3162,2017-08-30,4594.98785
3163,2017-08-31,4582.52
3164,2017-09-01,4911.74001667
3165,2017-09-02,4580.38748
3166,2017-09-03,4585.57
3167,2017-09-04,4344.09831667
3168,2017-09-05,4488.72014
3169,2017-09-06,4385.02
3170,2017-09-07,4654.6585
3171,2017-09-08,4310.75018333
3172,2017-09-09,4312.26
3173,2017-09-10,4329.955
3174,2017-09-11,4248.09001667
3175,2017-09-12,4198.59
3176,2017-09-13,3961.27126667
3177,2017-09-14,3319.63
3178,2017-09-15,3216.43
3179,2017-09-16,3763.62604
3180,2017-09-17,3746.06078333
3181,2017-09-18,3678.53
3182,2017-09-19,3943.41333333
3183,2017-09-20,3977.56166667
3184,2017-09-21,3894.48
3185,2017-09-22,3637.50255
3186,2017-09-23,3776.3869
3187,2017-09-24,3777.62
3188,2017-09-25,3942.555
3189,2017-09-26,3910.30738333
3190,2017-09-27,3881.0
3191,2017-09-28,4201.98905
3192,2017-09-29,4193.57466667
3193,2017-09-30,4164.27
3194,2017-10-01,4360.72296667
3195,2017-10-02,4386.88375
3196,2017-10-03,4394.07
3197,2017-10-04,4225.175
3198,2017-10-05,4338.852
3199,2017-10-06,4318.58
3200,2017-10-07,4376.19166667
3201,2017-10-08,4602.28088333
3202,2017-10-09,4605.66
3203,2017-10-10,4782.28
3204,2017-10-11,4819.48576667
3205,2017-10-12,4822.17
3206,2017-10-13,5563.80656667
3207,2017-10-14,5739.43873333
3208,2017-10-15,5825.99
3209,2017-10-16,5711.20586667
3210,2017-10-17,5603.71294
3211,2017-10-18,5594.66
3212,2017-10-19,5727.6335
3213,2017-10-20,5979.45984
3214,2017-10-21,5986.44
3215,2017-10-22,5983.18455
3216,2017-10-23,5876.07986667
3217,2017-10-24,5900.59
3218,2017-10-25,5669.62253333
3219,2017-10-26,5893.13841667
3220,2017-10-27,5889.82
3221,2017-10-28,5776.69695
3222,2017-10-29,6155.43402
3223,2017-10-30,6136.49
3224,2017-10-31,6388.64516667
3225,2017-11-01,6665.30668333
3226,2017-11-02,6751.98
3227,2017-11-03,7197.72006
3228,2017-11-04,7437.54331667
3229,2017-11-05,7365.99
3230,2017-11-06,6989.07166667
3231,2017-11-07,7092.12723333
3232,2017-11-08,7128.64
3233,2017-11-09,7158.03706
3234,2017-11-10,6719.39785
3235,2017-11-11,6569.22
3236,2017-11-12,5716.30158333
3237,2017-11-13,6550.22753333
3238,2017-11-14,6493.63
3239,2017-11-15,7301.42992
3240,2017-11-16,7815.0307
3241,2017-11-17,7868.77
3242,2017-11-18,7817.14038333
3243,2017-11-19,8007.65406667
3244,2017-11-20,8049.72
3245,2017-11-21,8059.8
3246,2017-11-22,8268.035
3247,2017-11-23,8236.72
3248,2017-11-24,8250.97833333
3249,2017-11-25,8707.40726667
3250,2017-11-26,8768.8
3251,2017-11-27,9718.29505
3252,2017-11-28,9952.50882
3253,2017-11-29,9919.0
3254,2017-11-30,10147.372
3255,2017-12-01,10883.912
3256,2017-12-02,10879.88
3257,2017-12-03,11332.622
3258,2017-12-04,11584.83
3259,2017-12-05,11591.22
3260,2017-12-06,13540.98
3261,2017-12-07,16501.9716667
3262,2017-12-08,16860.88
3263,2017-12-09,15142.8341521
3264,2017-12-10,14869.805
3265,2017-12-11,15068.95
3266,2017-12-12,17276.3933333
3267,2017-12-13,16808.3666667
3268,2017-12-14,16252.31
3269,2017-12-15,17771.9
3270,2017-12-16,19498.6833333
3271,2017-12-17,19279.9
3272,2017-12-18,18961.8566667
3273,2017-12-19,17737.1116667
3274,2017-12-20,17382.94
3275,2017-12-21,16047.51
3276,2017-12-22,15190.945
3277,2017-12-23,13776.61
3278,2017-12-24,13949.175
3279,2017-12-25,14119.0283333
3280,2017-12-26,13740.94
3281,2017-12-27,15589.3216667
3282,2017-12-28,14380.5816667
3283,2017-12-29,14214.01
3284,2017-12-30,13215.574
3285,2017-12-31,14165.575
3286,2018-01-01,13796.0
3287,2018-01-02,15005.8566667
3288,2018-01-03,15053.2616667
3289,2018-01-04,15039.24
3290,2018-01-05,17174.12
3291,2018-01-06,17319.198
3292,2018-01-07,17155.95
3293,2018-01-08,15265.9066667
3294,2018-01-09,14714.2533333
3295,2018-01-10,14437.42
3296,2018-01-11,13296.794
3297,2018-01-12,13912.882
3298,2018-01-13,13791.19
3299,2018-01-14,13852.92
3300,2018-01-15,14012.196
3301,2018-01-16,13554.14
3302,2018-01-17,11116.9466667
3303,2018-01-18,11345.4233333
3304,2018-01-19,11174.82
3305,2018-01-20,12950.7933333
3306,2018-01-21,11505.228
3307,2018-01-22,11513.42
3308,2018-01-23,11223.064
3309,2018-01-24,11282.2583333
3310,2018-01-25,11392.03
3311,2018-01-26,10969.815
3312,2018-01-27,11524.7766667
3313,2018-01-28,11431.37
3314,2018-01-29,11212.655
3315,2018-01-30,10184.0616667
3316,2018-01-31,10082.52
3317,2018-02-01,9083.25833333
3318,2018-02-02,8901.90166667
3319,2018-02-03,8852.73
3320,2018-02-04,8400.64833333
3321,2018-02-05,6838.81666667
3322,2018-02-06,6925.46
3323,2018-02-07,8099.95833333
3324,2018-02-08,8240.53666667
3325,2018-02-09,8245.08
3326,2018-02-10,8319.87656618
3327,2018-02-11,8343.455
3328,2018-02-12,8068.02
3329,2018-02-13,8597.7675
3330,2018-02-14,9334.63333333
3331,2018-02-15,9471.64
3332,2018-02-16,10127.1616667
3333,2018-02-17,10841.9916667
3334,2018-02-18,11085.83
3335,2018-02-19,11110.965
3336,2018-02-20,11390.3916667
3337,2018-02-21,11245.98
3338,2018-02-22,9931.07166667
3339,2018-02-23,10162.1166667
3340,2018-02-24,10171.3
3341,2018-02-25,9696.59333333
3342,2018-02-26,10348.6033333
3343,2018-02-27,10319.46
3344,2018-02-28,10370.165
3345,2018-03-01,11009.3816667
3346,2018-03-02,10931.12
3347,2018-03-03,11326.9483333
3348,2018-03-04,11430.1816667
3349,2018-03-05,11516.83
3350,2018-03-06,10763.1983333
3351,2018-03-07,10118.058
3352,2018-03-08,9920.46
3353,2018-03-09,9089.27833333
3354,2018-03-10,8746.002
3355,2018-03-11,8777.37
3356,2018-03-12,9182.84333333
3357,2018-03-13,9154.7
3358,2018-03-14,9153.54
3359,2018-03-15,8358.12166667
3360,2018-03-16,8530.402
3361,2018-03-17,8297.89
3362,2018-03-18,8171.415
3363,2018-03-19,8412.03333333
3364,2018-03-20,8605.64
3365,2018-03-21,8947.75333333
3366,2018-03-22,8690.40833333
3367,2018-03-23,8725.37
3368,2018-03-24,8662.37833333
3369,2018-03-25,8617.29666667
3370,2018-03-26,8457.96
3371,2018-03-27,7876.195
3372,2018-03-28,7960.38
3373,2018-03-29,7950.61
3374,2018-03-30,6882.53166667
3375,2018-03-31,6935.48
3376,2018-04-01,6937.56
3377,2018-04-02,7035.84833333
3378,2018-04-03,7410.435
3379,2018-04-04,7426.48
3380,2018-04-05,6826.51
3381,2018-04-06,6603.87666667
3382,2018-04-07,6634.68
3383,2018-04-08,7017.65666667
3384,2018-04-09,6699.27333333
3385,2018-04-10,6784.41
3386,2018-04-11,6926.26666667
3387,2018-04-12,7847.845
3388,2018-04-13,7941.46
3389,2018-04-14,8036.51105141
3390,2018-04-15,8340.74833333
3391,2018-04-16,8368.1
3392,2018-04-17,7895.41692596
3393,2018-04-18,8164.93742577
3394,2018-04-19,8175.96
3395,2018-04-20,8852.71833333
3396,2018-04-21,8807.205
3397,2018-04-22,8930.6
3398,2018-04-23,8933.86166667
3399,2018-04-24,9555.542
3400,2018-04-25,9658.11
3401,2018-04-26,9258.39833333
3402,2018-04-27,9010.32
3403,2018-04-28,8928.55
3404,2018-04-29,9334.28166667
3405,2018-04-30,9259.57
3406,2018-05-01,9239.55
3407,2018-05-02,9221.426
3408,2018-05-03,9639.26833333
3409,2018-05-04,9753.35
3410,2018-05-05,9803.30666667
3411,2018-05-06,9630.13627668
3412,2018-05-07,9631.44
3413,2018-05-08,9228.60833333
3414,2018-05-09,9322.04166667
3415,2018-05-10,9310.37
3416,2018-05-11,8468.788
3417,2018-05-12,8484.34666667
3418,2018-05-13,8463.52
3419,2018-05-14,8652.03833333
3420,2018-05-15,8511.458
3421,2018-05-16,8471.06
3422,2018-05-17,8106.11833333
3423,2018-05-18,8240.055
3424,2018-05-19,8239.08
3425,2018-05-20,8507.40666667
3426,2018-05-21,8385.55618693
3427,2018-05-22,8396.63
3428,2018-05-23,7555.74
3429,2018-05-24,7566.19333333
3430,2018-05-25,7576.78
3431,2018-05-26,7342.90833333
3432,2018-05-27,7361.83166667
3433,2018-05-28,7344.56
3434,2018-05-29,7459.87666667
3435,2018-05-30,7385.395
3436,2018-05-31,7386.72
3437,2018-06-01,7535.14666667
3438,2018-06-02,7645.14666667
3439,2018-06-03,7637.14
3440,2018-06-04,7500.27333333
3441,2018-06-05,7615.7221421
3442,2018-06-06,7619.43
3443,2018-06-07,7676.27166667
3444,2018-06-08,7620.15333333
3445,2018-06-09,7615.54
3446,2018-06-10,6776.88833333
3447,2018-06-11,6875.67833333
3448,2018-06-12,6879.31
3449,2018-06-13,6315.7
3450,2018-06-14,6647.01333333
3451,2018-06-15,6637.41
3452,2018-06-16,6509.42666667
3453,2018-06-17,6464.41166667
3454,2018-06-18,6445.79
3455,2018-06-19,6737.0
3456,2018-06-20,6714.71833333
3457,2018-06-21,6760.83
3458,2018-06-22,6332.57333333
3459,2018-06-23,6141.60583333
3460,2018-06-24,6170.46
3461,2018-06-25,6211.4475
3462,2018-06-26,6218.595
3463,2018-06-27,6097.46
3464,2018-06-28,6107.89615385
3465,2018-06-29,5908.7025
3466,2018-06-30,6223.28
3467,2018-07-01,6374.75416667
3468,2018-07-02,6466.06916667
3469,2018-07-03,6626.44
3470,2018-07-04,6593.28916667
3471,2018-07-05,6603.37666667
3472,2018-07-06,6555.51
3473,2018-07-07,6594.28166667
3474,2018-07-08,6753.55916667
3475,2018-07-09,6724.04
3476,2018-07-10,6510.79166667
3477,2018-07-11,6377.36333333
3478,2018-07-12,6403.18
3479,2018-07-13,6244.3575
3480,2018-07-14,6241.0
3481,2018-07-15,6248.84
3482,2018-07-16,6514.39083333
3483,2018-07-17,6869.91083333
3484,2018-07-18,7321.62
3485,2018-07-19,7396.40166667
3486,2018-07-20,7428.045
3487,2018-07-21,7334.99
3488,2018-07-22,7451.28916667
3489,2018-07-23,7689.88416667
3490,2018-07-24,7715.1
3491,2018-07-25,8251.165
3492,2018-07-26,8187.32416667
3493,2018-07-27,7939.81
3494,2018-07-28,8182.25166667
3495,2018-07-29,8206.34166667
3496,2018-07-30,8220.91
3497,2018-07-31,7916.80083333
3498,2018-08-01,7570.86916667
3499,2018-08-02,7607.7
3500,2018-08-03,7394.49916667
3501,2018-08-04,7247.76916667
3502,2018-08-05,7011.28
3503,2018-08-06,6988.07916667
3504,2018-08-07,6993.51333333
3505,2018-08-08,6718.23
3506,2018-08-09,6396.7725
3507,2018-08-10,6396.49466667
3508,2018-08-11,6138.96
3509,2018-08-12,6311.13166667
3510,2018-08-13,6347.07
3511,2018-08-14,6252.13
3512,2018-08-15,6362.67692308
3513,2018-08-16,6342.62923077
3514,2018-08-17,6312.75
